age,height_cm,weight_kg,overall,weak_foot,skill_moves,shooting,passing,dribbling,defending,physic,player_positions
24,193,93,67,3,2,65,50,55,28,78,ATACANTE
24,177,78,67,2,2,42,59,64,66,71,VOLANTE
26,188,75,67,3,2,37,47,45,66,71,ZAGUEIRO
27,188,76,67,3,2,33,53,59,65,74,ZAGUEIRO
25,188,79,67,2,2,63,43,61,32,79,ATACANTE
26,188,85,67,2,3,65,61,66,32,69,ATACANTE
25,190,76,67,3,3,65,64,66,64,77,MEIA
26,185,82,67,3,2,45,62,65,67,72,ZAGUEIRO
25,180,70,67,3,3,62,59,67,63,67,ZAGUEIRO
25,181,74,67,5,2,58,64,62,68,71,MEIA
25,176,63,67,3,3,62,68,69,51,62,MEIA
26,179,76,67,3,3,51,59,66,66,73,ZAGUEIRO
25,191,83,67,3,3,65,64,66,52,75,ATACANTE
28,189,80,67,3,1,0,0,0,0,0,GOLEIRO
26,171,70,67,3,2,60,61,66,67,69,MEIA
25,173,66,67,4,3,61,61,68,32,61,VOLANTE
25,175,75,67,3,3,56,62,68,34,69,VOLANTE
26,181,78,67,4,3,68,56,69,28,56,ATACANTE
26,178,69,67,3,3,50,65,68,57,69,MEIA
25,197,80,67,2,1,0,0,0,0,0,GOLEIRO
25,181,77,67,3,2,17,43,58,67,68,ZAGUEIRO
28,193,84,67,3,1,0,0,0,0,0,GOLEIRO
27,188,86,67,3,2,28,39,36,71,65,ZAGUEIRO
25,192,84,67,3,2,52,59,52,66,74,ZAGUEIRO
26,181,76,67,3,2,60,63,66,55,66,MEIA
24,175,71,67,3,2,54,63,65,61,66,ZAGUEIRO
26,175,70,67,3,3,53,62,66,58,72,ZAGUEIRO
25,179,73,67,3,2,64,65,63,62,69,MEIA
26,183,75,67,3,3,52,59,66,64,73,VOLANTE
25,181,80,67,2,3,50,64,67,56,69,MEIA
25,180,75,67,3,3,58,61,71,41,59,VOLANTE
26,193,89,67,3,2,28,40,36,67,73,ZAGUEIRO
25,176,70,67,3,3,44,66,66,64,75,MEIA
27,171,70,67,3,2,48,60,56,63,74,VOLANTE
26,176,67,67,3,2,32,59,55,62,62,ZAGUEIRO
27,190,73,67,3,2,39,52,56,68,79,VOLANTE
28,188,78,67,2,1,0,0,0,0,0,GOLEIRO
26,186,81,67,3,3,62,61,67,32,71,ATACANTE
25,175,72,67,3,3,64,61,69,37,59,VOLANTE
25,177,79,67,3,2,48,59,63,63,77,VOLANTE
27,190,84,67,2,2,34,31,37,68,73,ZAGUEIRO
25,180,65,67,2,2,53,61,65,62,66,ZAGUEIRO
26,186,86,67,3,3,68,54,64,34,67,ATACANTE
25,171,63,67,4,3,54,62,72,60,64,MEIA
25,170,63,67,3,3,59,66,66,27,64,VOLANTE
24,182,73,67,4,3,55,60,71,37,54,MEIA
25,188,79,67,3,3,64,67,65,52,63,MEIA
25,182,73,67,3,3,55,65,65,58,72,MEIA
25,203,94,67,2,2,33,42,41,67,76,ZAGUEIRO
24,182,77,67,3,3,57,58,69,55,65,VOLANTE
26,176,74,67,3,2,56,55,62,65,77,VOLANTE
25,183,77,67,3,2,43,52,62,63,74,ZAGUEIRO
26,183,77,67,2,3,47,64,64,66,79,ZAGUEIRO
25,180,75,67,3,3,48,62,69,65,68,ZAGUEIRO
24,184,80,67,3,2,63,56,67,20,68,MEIA
25,191,85,67,3,2,24,55,48,66,73,ZAGUEIRO
25,174,75,67,3,3,59,60,71,27,64,VOLANTE
25,176,74,67,3,3,59,57,70,45,65,VOLANTE
26,193,81,67,3,3,61,52,62,33,74,ATACANTE
25,176,68,67,4,3,67,62,70,33,43,VOLANTE
25,175,72,67,3,3,58,64,70,57,63,MEIA
26,183,75,67,3,2,63,68,56,66,72,ZAGUEIRO
25,170,70,67,3,3,63,61,73,31,40,VOLANTE
24,181,77,67,3,3,64,57,69,39,69,VOLANTE
26,193,84,67,3,2,37,40,46,65,78,ZAGUEIRO
26,180,75,67,3,2,38,59,62,65,65,ZAGUEIRO
26,177,75,67,3,2,37,59,61,66,65,VOLANTE
27,187,75,67,3,2,47,59,60,66,65,ZAGUEIRO
27,188,88,67,2,1,0,0,0,0,0,GOLEIRO
26,180,77,67,4,2,59,62,67,61,76,MEIA
27,196,90,67,4,1,0,0,0,0,0,GOLEIRO
26,168,65,67,2,3,54,66,69,35,47,MEIA
25,181,72,67,3,3,54,61,67,31,60,VOLANTE
25,167,61,67,3,3,58,62,69,33,42,VOLANTE
25,178,74,67,2,2,48,53,60,67,68,ZAGUEIRO
26,181,85,67,4,3,68,55,69,29,61,ATACANTE
27,187,78,67,3,2,25,49,37,68,65,ZAGUEIRO
24,184,79,67,2,2,42,59,54,66,70,ZAGUEIRO
25,180,78,67,3,1,0,0,0,0,0,GOLEIRO
26,179,75,67,4,2,49,68,69,46,66,MEIA
26,175,70,67,3,2,61,64,70,43,47,MEIA
25,178,77,67,3,2,63,63,69,29,58,MEIA
24,178,71,67,2,2,69,47,68,27,56,ATACANTE
25,180,73,67,3,2,39,56,65,63,68,ZAGUEIRO
28,188,85,67,3,2,39,50,44,65,76,ZAGUEIRO
28,193,86,67,3,2,47,58,55,63,78,ZAGUEIRO
27,188,79,67,3,2,37,49,45,66,73,ZAGUEIRO
28,186,75,67,2,1,0,0,0,0,0,GOLEIRO
26,183,69,67,4,2,21,48,60,65,74,ZAGUEIRO
28,190,83,67,3,1,0,0,0,0,0,GOLEIRO
27,176,80,67,3,2,49,60,59,66,72,VOLANTE
24,183,78,67,4,2,70,45,62,23,75,ATACANTE
26,180,84,67,4,3,60,64,68,55,64,MEIA
27,191,85,67,3,2,34,46,43,68,71,ZAGUEIRO
26,173,66,67,3,3,53,67,68,62,64,MEIA
26,182,78,67,3,2,56,60,64,64,73,VOLANTE
27,191,71,67,3,2,36,46,43,66,70,ZAGUEIRO
25,174,70,67,3,3,60,62,69,41,66,VOLANTE
28,191,80,67,2,1,0,0,0,0,0,GOLEIRO
26,186,81,67,3,2,31,43,53,65,73,ZAGUEIRO
26,177,69,67,5,2,49,59,64,66,70,ZAGUEIRO
26,195,89,67,2,2,65,50,57,32,78,ATACANTE
26,186,83,67,3,2,52,55,55,65,81,VOLANTE
25,183,82,67,3,3,65,55,69,27,70,VOLANTE
27,184,70,67,3,3,60,65,64,64,69,VOLANTE
27,186,83,67,2,2,35,48,51,66,75,ZAGUEIRO
28,196,86,67,3,2,27,43,44,65,78,ZAGUEIRO
26,185,77,67,3,2,56,62,64,68,73,VOLANTE
27,190,78,67,3,2,35,56,50,68,68,ZAGUEIRO
28,191,82,67,3,1,0,0,0,0,0,GOLEIRO
27,180,75,67,3,2,36,56,60,67,76,VOLANTE
27,187,85,67,2,1,0,0,0,0,0,GOLEIRO
25,185,81,67,2,4,66,59,67,28,65,VOLANTE
26,187,75,67,3,2,67,55,63,30,67,ATACANTE
29,191,81,67,3,1,0,0,0,0,0,GOLEIRO
25,167,70,67,2,3,60,60,70,41,58,VOLANTE
26,186,81,67,3,3,61,50,66,38,77,ATACANTE
25,170,68,67,3,3,58,67,68,34,47,VOLANTE
25,183,84,67,3,3,68,62,68,27,66,ATACANTE
25,178,76,67,4,3,66,63,72,46,68,VOLANTE
26,185,75,67,2,2,41,58,61,64,71,ZAGUEIRO
26,179,73,67,3,2,52,63,68,64,65,ZAGUEIRO
26,186,78,67,3,2,67,47,64,29,78,ATACANTE
26,184,85,67,3,3,58,64,65,63,82,MEIA
25,197,87,67,2,1,0,0,0,0,0,GOLEIRO
26,171,65,67,3,3,50,65,67,62,69,ZAGUEIRO
26,190,85,67,3,2,39,49,48,64,78,ZAGUEIRO
27,189,85,67,3,2,27,50,57,66,74,ZAGUEIRO
27,184,81,67,2,2,43,50,57,68,77,VOLANTE
25,180,72,67,3,2,53,66,65,65,64,MEIA
29,188,86,67,3,2,33,48,48,64,75,ZAGUEIRO
30,188,81,67,3,1,0,0,0,0,0,GOLEIRO
26,179,75,67,4,3,46,64,64,65,73,ZAGUEIRO
27,194,86,67,3,2,64,53,60,30,77,ATACANTE
28,188,83,67,2,2,30,39,38,63,81,ZAGUEIRO
28,187,82,67,2,1,0,0,0,0,0,GOLEIRO
27,186,75,67,3,2,35,41,41,68,72,ZAGUEIRO
28,186,78,67,3,2,55,60,58,64,79,VOLANTE
27,185,72,67,4,2,67,54,65,31,62,ATACANTE
26,190,80,67,2,1,0,0,0,0,0,GOLEIRO
27,186,84,67,3,3,64,58,64,33,77,ATACANTE
27,185,79,67,4,3,63,55,70,27,72,ATACANTE
28,184,79,67,3,2,45,53,53,65,71,ZAGUEIRO
28,189,75,67,3,2,52,64,56,68,70,VOLANTE
28,180,71,67,3,2,49,60,55,68,72,VOLANTE
28,184,77,67,3,2,52,63,64,64,71,VOLANTE
28,188,88,67,3,1,0,0,0,0,0,GOLEIRO
27,183,76,67,2,2,28,62,48,69,73,ZAGUEIRO
27,182,79,67,2,2,36,57,62,59,66,MEIA
26,181,79,67,2,2,37,56,62,68,73,ZAGUEIRO
26,185,84,67,2,2,55,52,55,64,75,ZAGUEIRO
27,174,69,67,4,3,62,62,67,58,68,MEIA
26,177,76,67,3,2,67,62,67,33,72,VOLANTE
26,182,80,67,3,2,54,68,62,61,70,ZAGUEIRO
29,186,76,67,2,1,0,0,0,0,0,GOLEIRO
26,175,76,67,3,3,61,61,71,41,50,MEIA
27,184,80,67,3,3,57,64,70,65,62,ZAGUEIRO
26,180,70,67,3,2,39,56,60,64,70,ZAGUEIRO
26,170,67,67,4,3,64,61,69,38,50,VOLANTE
29,187,84,67,3,2,29,41,42,66,72,ZAGUEIRO
29,190,83,67,2,2,53,56,57,63,79,ZAGUEIRO
27,184,88,67,3,1,0,0,0,0,0,GOLEIRO
27,180,73,67,4,3,67,68,70,43,56,MEIA
26,178,70,67,3,3,60,57,67,44,59,VOLANTE
28,189,83,67,2,2,27,48,39,65,72,ZAGUEIRO
27,183,82,67,3,2,44,55,60,64,77,VOLANTE
26,176,72,67,2,3,63,55,70,31,69,VOLANTE
26,180,78,67,2,2,58,63,59,63,68,ZAGUEIRO
28,185,76,67,2,2,43,58,58,66,73,VOLANTE
27,178,85,67,3,2,65,55,65,37,72,ATACANTE
30,190,82,67,2,1,0,0,0,0,0,GOLEIRO
26,175,70,67,2,3,54,64,64,61,64,MEIA
26,182,72,67,3,3,58,62,65,55,60,VOLANTE
27,187,77,67,4,3,62,60,66,41,76,ATACANTE
27,188,79,67,2,3,43,64,66,66,69,ZAGUEIRO
26,182,82,67,3,3,62,60,69,50,66,VOLANTE
27,188,83,67,4,2,66,55,61,27,68,ATACANTE
26,180,74,67,2,3,60,63,68,32,60,VOLANTE
26,176,74,67,3,3,64,60,67,36,62,VOLANTE
25,188,86,67,4,3,59,61,64,53,74,VOLANTE
26,168,62,67,2,3,65,59,72,30,49,MEIA
26,181,75,67,3,4,65,66,68,29,65,VOLANTE
27,185,82,67,4,2,67,47,64,25,67,ATACANTE
27,187,81,67,2,2,59,67,64,62,65,MEIA
26,176,66,67,4,3,53,59,69,34,61,VOLANTE
27,175,70,67,3,3,65,65,74,24,53,MEIA
28,183,73,67,3,2,32,48,56,66,70,ZAGUEIRO
28,189,94,67,3,2,23,36,43,66,78,ZAGUEIRO
26,175,70,67,5,3,59,57,72,29,52,VOLANTE
26,178,70,67,4,3,71,62,68,60,61,VOLANTE
26,175,75,67,4,3,57,63,69,54,65,VOLANTE
29,185,81,67,3,2,34,42,43,69,64,ZAGUEIRO
28,190,90,67,4,1,0,0,0,0,0,GOLEIRO
37,181,81,67,3,3,62,70,69,52,60,MEIA
35,188,83,67,4,2,54,49,45,68,73,ZAGUEIRO
34,183,74,67,3,1,0,0,0,0,0,GOLEIRO
35,179,74,67,4,3,60,69,66,59,69,MEIA
36,186,88,67,3,1,0,0,0,0,0,GOLEIRO
33,186,82,67,3,1,0,0,0,0,0,GOLEIRO
34,178,67,67,3,3,68,63,70,35,69,ATACANTE
32,181,80,67,3,3,61,64,69,62,66,VOLANTE
36,178,75,67,3,2,62,61,62,64,72,VOLANTE
33,189,87,67,3,3,65,69,67,53,69,MEIA
32,180,77,67,3,3,55,59,65,69,70,ZAGUEIRO
34,183,77,67,3,1,0,0,0,0,0,GOLEIRO
34,180,83,67,2,2,36,45,36,65,71,ZAGUEIRO
34,167,64,67,3,3,65,69,70,51,51,MEIA
40,175,72,67,3,2,43,63,53,63,69,ZAGUEIRO
37,189,87,67,3,1,0,0,0,0,0,GOLEIRO
32,176,66,67,2,2,43,59,65,66,67,ZAGUEIRO
32,172,68,67,3,3,64,66,71,30,55,VOLANTE
32,183,75,67,3,2,41,60,60,64,73,VOLANTE
36,180,79,67,3,3,66,56,63,39,71,ATACANTE
35,184,77,67,2,2,26,46,42,66,63,ZAGUEIRO
35,180,76,67,3,2,68,67,63,42,67,ATACANTE
36,191,88,67,3,2,69,58,59,33,74,ATACANTE
35,185,84,67,3,2,46,62,51,65,70,ZAGUEIRO
38,170,65,67,3,3,65,68,68,43,60,MEIA
33,188,80,67,3,2,48,58,56,66,67,ZAGUEIRO
34,172,70,67,3,3,61,65,68,61,67,MEIA
35,187,83,67,3,2,48,45,50,68,66,ZAGUEIRO
33,182,75,67,3,2,53,59,54,68,68,ZAGUEIRO
35,173,78,67,3,3,65,63,67,41,67,ATACANTE
33,191,82,67,3,2,35,46,43,67,74,ZAGUEIRO
35,178,80,67,3,2,53,64,62,66,76,ZAGUEIRO
36,187,88,67,3,2,69,56,56,37,72,ATACANTE
36,190,84,67,3,2,66,66,63,64,81,MEIA
34,181,78,67,3,2,49,65,62,66,74,ZAGUEIRO
32,177,72,67,4,3,64,58,69,26,61,ATACANTE
33,178,80,67,3,3,65,71,62,61,65,VOLANTE
35,187,80,67,3,2,44,42,46,67,68,ZAGUEIRO
36,187,81,67,2,1,0,0,0,0,0,GOLEIRO
34,188,79,67,2,2,46,59,56,65,72,ZAGUEIRO
33,185,81,67,1,2,46,56,58,64,78,ZAGUEIRO
32,188,89,67,3,2,32,49,47,64,80,ZAGUEIRO
33,185,85,67,3,2,45,54,48,66,73,ZAGUEIRO
33,187,85,67,3,1,0,0,0,0,0,GOLEIRO
30,182,83,67,3,3,66,53,64,44,72,ATACANTE
34,189,82,67,3,2,55,63,56,65,81,MEIA
33,187,82,67,3,2,42,55,53,63,80,ZAGUEIRO
30,170,68,67,4,3,67,64,67,40,72,VOLANTE
32,183,77,67,3,3,47,58,65,64,67,ZAGUEIRO
31,188,83,67,4,2,37,44,39,67,72,ZAGUEIRO
34,185,84,67,3,2,31,50,52,67,65,ZAGUEIRO
34,180,77,67,3,2,66,51,59,35,69,ATACANTE
30,182,75,67,4,3,56,60,65,63,71,ZAGUEIRO
32,187,83,67,2,2,49,57,58,67,75,ZAGUEIRO
31,185,85,67,3,2,37,46,46,65,70,ZAGUEIRO
33,189,78,67,2,1,0,0,0,0,0,GOLEIRO
32,184,76,67,3,2,42,52,48,64,75,ZAGUEIRO
31,177,79,67,3,2,55,63,64,64,74,ZAGUEIRO
31,183,70,67,4,2,70,60,61,29,65,ATACANTE
32,172,65,67,3,3,60,68,69,44,47,MEIA
36,178,73,67,3,2,50,64,52,67,69,VOLANTE
32,185,85,67,2,2,37,42,45,66,76,ZAGUEIRO
33,168,60,67,2,3,61,66,70,62,65,VOLANTE
30,180,74,67,3,2,50,62,62,66,67,ZAGUEIRO
30,170,67,67,4,3,66,53,68,36,61,ATACANTE
30,185,79,67,3,3,66,59,66,59,78,ATACANTE
30,188,90,67,3,1,0,0,0,0,0,GOLEIRO
33,186,79,67,3,2,55,59,63,67,78,VOLANTE
39,166,70,67,4,3,60,70,69,51,42,MEIA
38,176,75,67,4,3,62,69,69,36,57,MEIA
32,175,70,67,3,2,53,59,64,65,63,ZAGUEIRO
31,183,73,67,3,3,62,65,66,62,79,MEIA
35,178,74,67,3,3,64,68,67,36,59,MEIA
31,178,74,67,4,2,47,61,65,65,75,VOLANTE
31,179,74,67,3,3,67,65,67,53,57,MEIA
32,183,67,67,4,3,57,61,67,59,69,ZAGUEIRO
31,186,81,67,2,1,0,0,0,0,0,GOLEIRO
33,190,86,67,3,2,52,54,56,66,69,ZAGUEIRO
31,175,70,67,3,3,63,62,71,24,63,ATACANTE
30,177,71,67,3,2,52,61,63,65,77,ZAGUEIRO
29,180,77,67,4,3,49,57,65,62,74,ZAGUEIRO
32,177,67,67,3,3,57,63,66,64,68,ZAGUEIRO
32,185,79,67,4,3,65,57,70,47,70,VOLANTE
31,170,65,67,2,2,56,55,57,64,84,ZAGUEIRO
35,175,79,67,2,3,51,70,69,56,67,MEIA
31,175,74,67,2,2,52,65,66,63,62,ZAGUEIRO
30,176,74,67,3,2,54,62,61,63,77,VOLANTE
32,188,75,67,3,2,44,64,63,67,68,ZAGUEIRO
32,183,76,67,4,2,51,55,57,63,77,VOLANTE
31,178,71,67,3,3,61,64,68,36,63,MEIA
30,178,70,67,3,3,62,57,67,45,69,VOLANTE
30,191,91,67,2,1,0,0,0,0,0,GOLEIRO
31,188,78,67,2,1,0,0,0,0,0,GOLEIRO
29,176,67,67,3,2,64,56,66,40,70,ATACANTE
29,188,95,67,3,2,38,43,58,64,82,ZAGUEIRO
28,171,77,67,4,3,64,60,70,32,61,VOLANTE
28,193,76,67,3,2,61,42,64,30,79,ATACANTE
29,178,70,67,3,3,62,64,70,48,63,MEIA
30,179,79,67,3,2,39,58,60,67,67,ZAGUEIRO
30,193,89,67,2,1,0,0,0,0,0,GOLEIRO
31,179,78,67,2,2,30,47,48,65,73,ZAGUEIRO
31,180,78,67,4,2,50,62,62,62,76,ZAGUEIRO
32,180,74,67,3,2,46,59,62,66,70,ZAGUEIRO
31,195,90,67,3,1,0,0,0,0,0,GOLEIRO
30,185,79,67,4,2,68,57,61,42,73,ATACANTE
35,188,91,67,2,1,0,0,0,0,0,GOLEIRO
33,190,89,67,3,2,51,40,42,64,78,ZAGUEIRO
30,177,72,67,3,3,65,51,67,33,74,ATACANTE
30,183,76,67,3,2,68,54,60,39,72,ATACANTE
32,179,82,67,2,3,52,63,65,61,71,ZAGUEIRO
33,178,68,67,2,2,58,64,67,56,61,VOLANTE
31,183,75,67,2,2,40,48,58,66,75,ZAGUEIRO
29,174,71,67,3,3,53,67,67,66,69,ZAGUEIRO
30,185,76,67,2,3,53,60,61,65,76,VOLANTE
28,172,76,67,4,3,55,62,64,64,66,ZAGUEIRO
31,194,88,67,4,2,70,52,56,31,66,ATACANTE
37,188,88,67,3,1,0,0,0,0,0,GOLEIRO
30,182,73,67,3,3,63,61,70,52,61,VOLANTE
31,189,83,67,3,2,38,53,48,67,67,ZAGUEIRO
31,184,79,67,4,2,55,63,64,64,75,ZAGUEIRO
29,197,85,67,4,3,66,59,65,42,80,ATACANTE
34,188,80,67,3,3,68,61,63,43,65,ATACANTE
28,177,71,67,3,3,65,58,68,31,61,ATACANTE
29,182,70,67,3,2,23,52,54,66,69,ZAGUEIRO
30,185,79,67,2,2,64,52,58,32,81,ATACANTE
29,186,81,67,3,2,50,58,58,64,86,MEIA
31,177,69,67,2,3,59,62,71,39,57,VOLANTE
29,181,74,67,2,2,39,59,64,64,74,ZAGUEIRO
31,194,86,67,2,1,0,0,0,0,0,GOLEIRO
32,176,74,67,4,2,67,61,69,47,68,VOLANTE
28,171,73,67,3,3,64,65,68,38,57,MEIA
28,176,83,67,2,3,65,58,71,27,76,ATACANTE
29,179,75,67,3,3,57,62,71,60,59,MEIA
31,183,77,67,4,3,68,65,67,55,71,VOLANTE
30,185,79,67,3,2,27,41,51,66,71,ZAGUEIRO
29,182,72,67,4,2,53,61,62,60,70,MEIA
30,172,68,67,3,3,65,67,70,59,63,VOLANTE
28,176,70,67,3,3,55,65,68,52,66,MEIA
33,180,70,67,2,3,64,62,65,62,74,ZAGUEIRO
33,177,73,67,2,2,45,53,58,68,71,VOLANTE
30,183,74,67,1,3,53,66,71,66,61,VOLANTE
33,179,70,67,4,2,57,70,62,55,70,MEIA
29,191,87,67,2,2,41,54,48,66,78,ZAGUEIRO
28,187,79,67,3,3,67,61,65,36,74,ATACANTE
30,182,75,67,3,2,58,68,65,63,66,MEIA
31,183,69,67,3,2,59,62,67,62,79,MEIA
27,175,66,67,3,3,57,64,68,63,65,VOLANTE
28,172,71,67,2,2,38,54,62,68,81,ZAGUEIRO
32,179,75,67,3,3,58,63,70,35,63,VOLANTE
30,186,84,67,4,3,62,66,68,54,74,MEIA
32,188,93,67,2,1,0,0,0,0,0,GOLEIRO
31,176,75,67,3,2,53,64,66,65,69,ZAGUEIRO
29,188,83,67,4,1,0,0,0,0,0,GOLEIRO
33,173,72,67,3,3,67,65,74,44,48,MEIA
30,182,70,67,3,3,63,64,67,48,65,VOLANTE
29,178,66,67,2,3,50,67,67,69,62,ZAGUEIRO
32,183,77,67,3,3,68,63,72,34,57,MEIA
30,191,84,67,2,1,0,0,0,0,0,GOLEIRO
30,183,75,67,3,2,55,59,64,65,70,ZAGUEIRO
34,180,76,67,3,2,59,63,67,63,68,MEIA
28,175,80,67,3,2,67,55,63,32,81,ATACANTE
28,181,82,67,3,2,42,61,67,63,65,ZAGUEIRO
32,190,86,67,3,1,0,0,0,0,0,GOLEIRO
31,180,78,67,3,2,64,57,62,27,68,ATACANTE
29,182,72,67,3,2,34,59,62,66,64,ZAGUEIRO
28,180,77,67,3,3,61,62,67,65,69,ZAGUEIRO
29,191,83,67,3,1,0,0,0,0,0,GOLEIRO
30,178,69,67,3,3,65,58,69,36,63,ATACANTE
30,177,71,67,4,3,67,67,66,33,60,MEIA
28,173,64,67,3,3,65,59,74,60,66,ZAGUEIRO
28,175,71,67,3,2,67,48,65,23,61,ATACANTE
34,182,84,67,3,1,0,0,0,0,0,GOLEIRO
32,178,73,67,3,2,45,53,48,67,68,ZAGUEIRO
34,175,68,67,3,3,62,65,69,58,67,MEIA
29,185,78,67,3,2,43,54,62,68,64,ZAGUEIRO
30,180,73,67,4,2,60,64,64,62,72,ZAGUEIRO
35,184,84,67,2,1,0,0,0,0,0,GOLEIRO
28,188,89,67,2,2,34,50,52,65,77,ZAGUEIRO
28,173,69,67,4,3,52,66,70,61,61,VOLANTE
32,189,80,67,3,2,43,56,52,65,74,ZAGUEIRO
28,201,94,67,2,2,66,49,58,31,71,ATACANTE
29,177,74,67,3,2,37,57,60,67,67,ZAGUEIRO
27,183,81,67,3,3,51,60,66,65,74,ZAGUEIRO
29,180,74,67,3,2,32,54,56,66,71,ZAGUEIRO
31,180,77,67,2,3,59,62,66,62,69,MEIA
27,183,81,67,2,3,58,64,65,61,72,ZAGUEIRO
30,175,70,67,3,3,60,62,69,64,76,ZAGUEIRO
30,186,76,67,3,2,65,46,64,36,64,ATACANTE
29,177,67,67,3,3,59,68,67,60,56,MEIA
28,164,64,67,2,2,42,57,64,65,62,ZAGUEIRO
32,172,75,67,3,3,62,63,70,28,63,VOLANTE
33,177,74,67,3,3,66,68,67,60,73,MEIA
28,180,78,67,3,2,45,65,65,62,67,ZAGUEIRO
31,189,82,67,3,2,65,49,63,34,77,ATACANTE
27,193,83,67,4,2,69,44,51,30,76,ATACANTE
29,176,70,67,3,3,61,62,65,44,65,VOLANTE
28,191,85,67,2,1,0,0,0,0,0,GOLEIRO
31,183,75,67,3,3,61,58,69,30,70,VOLANTE
28,180,72,67,3,2,56,59,59,66,75,VOLANTE
27,182,72,67,3,3,66,66,67,57,67,VOLANTE
27,179,64,67,3,3,65,66,69,57,67,MEIA
30,186,84,67,3,3,64,57,62,39,78,ATACANTE
27,184,78,67,3,2,62,58,64,39,67,VOLANTE
28,196,84,67,3,3,66,56,61,35,63,ATACANTE
28,187,82,67,1,1,0,0,0,0,0,GOLEIRO
31,187,78,67,3,2,45,51,40,65,73,ZAGUEIRO
30,183,77,67,3,2,45,60,60,64,70,ZAGUEIRO
30,188,86,67,2,1,0,0,0,0,0,GOLEIRO
34,168,74,67,3,3,66,65,67,64,65,VOLANTE
30,188,91,67,2,2,42,57,57,63,76,ZAGUEIRO
30,175,66,67,4,3,60,64,67,65,62,ZAGUEIRO
28,181,72,67,3,3,60,64,65,65,71,MEIA
29,180,72,67,3,2,48,59,59,65,69,ZAGUEIRO
31,173,72,67,3,3,62,61,67,68,74,VOLANTE
28,178,76,67,3,2,58,66,63,60,70,ZAGUEIRO
29,175,72,67,4,3,61,68,69,57,38,VOLANTE
28,171,68,67,3,3,45,58,67,63,69,ZAGUEIRO
27,184,77,67,3,3,60,58,68,34,65,VOLANTE
26,179,70,67,4,3,69,64,70,29,63,VOLANTE
30,189,82,67,3,2,61,52,57,39,76,ATACANTE
27,175,72,67,2,3,62,59,71,29,60,VOLANTE
27,177,76,67,3,3,62,65,70,29,65,VOLANTE
29,175,69,67,3,3,62,65,67,31,57,VOLANTE
31,186,78,67,2,3,69,48,64,31,69,ATACANTE
32,182,78,67,3,2,46,62,63,69,69,ZAGUEIRO
30,185,76,67,3,2,55,67,65,43,64,MEIA
27,172,66,67,4,3,62,57,72,35,56,MEIA
26,189,80,67,3,4,61,63,68,42,65,VOLANTE
29,188,81,67,4,2,43,56,57,69,75,VOLANTE
31,187,76,67,3,2,65,58,64,41,76,ATACANTE
28,175,72,67,3,2,39,54,52,66,77,ZAGUEIRO
33,186,83,67,2,1,0,0,0,0,0,GOLEIRO
30,182,79,67,3,3,69,65,66,49,69,ATACANTE
28,178,77,67,4,3,62,64,66,57,69,VOLANTE
28,190,84,67,3,2,39,46,52,68,73,ZAGUEIRO
29,188,85,67,4,3,63,50,67,23,73,ATACANTE
28,170,64,67,2,3,52,66,70,55,65,MEIA
27,181,73,67,4,3,55,62,64,63,72,MEIA
34,187,82,67,3,2,33,49,42,67,71,ZAGUEIRO
26,171,67,67,4,4,62,63,70,45,62,VOLANTE
28,185,83,67,3,3,63,51,66,34,66,ATACANTE
27,190,87,67,3,2,30,41,40,67,68,ZAGUEIRO
32,189,96,67,3,1,0,0,0,0,0,GOLEIRO
31,175,75,67,3,3,44,63,65,62,68,ZAGUEIRO
28,185,70,67,3,2,36,50,46,65,74,ZAGUEIRO
32,186,77,67,3,2,67,55,63,23,67,ATACANTE
29,169,65,67,3,2,38,55,57,62,68,ZAGUEIRO
29,182,79,67,3,2,40,54,51,63,75,ZAGUEIRO
27,173,73,67,3,3,62,65,69,58,61,MEIA
30,184,75,67,2,2,66,50,61,23,61,ATACANTE
28,179,81,67,3,3,69,64,69,33,66,ATACANTE
29,184,73,67,4,3,67,64,70,32,64,ATACANTE
29,177,72,67,3,2,49,66,61,62,68,VOLANTE
26,187,81,67,3,3,65,62,70,31,64,VOLANTE
29,178,75,67,4,3,60,59,69,28,57,VOLANTE
29,196,83,67,2,2,28,34,40,69,75,ZAGUEIRO
27,182,74,67,3,3,59,65,70,51,65,MEIA
29,173,74,67,3,3,66,58,64,33,72,ATACANTE
26,175,64,67,3,3,66,57,70,22,46,ATACANTE
33,177,74,67,3,3,60,63,67,62,68,ZAGUEIRO
30,179,72,67,3,2,42,56,58,69,71,VOLANTE
32,180,75,67,2,3,61,68,66,62,75,ZAGUEIRO
31,175,77,67,4,3,65,53,64,35,62,ATACANTE
32,186,78,67,3,2,37,53,50,68,73,VOLANTE
32,187,76,67,3,2,68,48,60,30,69,ATACANTE
36,176,74,67,3,2,29,41,38,67,71,ZAGUEIRO
32,169,68,67,3,3,63,65,68,31,63,MEIA
28,183,78,67,3,2,53,57,57,67,71,ZAGUEIRO
32,179,71,67,3,2,63,59,61,43,70,ATACANTE
32,186,88,67,3,3,69,43,56,28,82,ATACANTE
29,174,71,67,3,2,57,63,63,64,68,MEIA
32,177,72,67,2,3,30,56,65,64,69,ZAGUEIRO
30,167,63,67,4,3,37,58,72,61,55,ZAGUEIRO
39,192,89,67,3,1,0,0,0,0,0,GOLEIRO
